Created By,Reported On,Created On,Travel Time,Incident Id,Customer,Location,Contract,Priority,SLA,Servicing Team,Category,Service Type,Subject,Technician,Item Id,Incident Summary,Resolution Summary,Task Summary,Model No,Serial No,ATM ID,Part Number,Service Report No,Task ID,Task Description,Task Type,Task Status,Hours to be Billed,Status,Contact Person,Zone-wise,ATM Installation Date,ATM Age,No. of Years,Intervention Type,Intervention Time,Geo,Day of the Week,Group by Week,WEEKNUM,MONTH,YEAR,Time Taken,Start DateTime,End DateTime,Month
Rakesh,2023-04-04 00:00:00,2023-04-04,0:0:0,115459,Bank 11,Pamplemousses,2021-07-ATM-1,Priority 2,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,PM,Technician 2,1524.0,SERVICING - MCB - 7501 - 83-46468503 - 6627 - LONDON PETIT VERGER - POINTE AUX SABLES - OFFSITE BRINKS,servicing done,Servicing done Change gears on both pick module and all cups Clean up all modules Check rollers Run test and found ok,6627,83-50299388,4116,6627,ATM - MCB SLA,15175.0,Servicing done Change gears on both pick module and all cups Clean up all modules Check rollers Run test and found ok,Work Request,Closed,75.0,Closed,Contact MRU,Zone 4 (North&East),2019-09-22 00:00:00,4.087671232876712,4 Years old,ATM Servicing,Before 5PM,Mauritius,Tue,,,Apr,2023,01:15:00,2023-04-04 13:30:00,2023-04-04 14:45:00,Apr
Rakesh,2023-04-03 00:00:00,2023-04-04,0:0:0,115460,Bank 11,Winner's Roches Brunes,2021-07-ATM-1,Priority 2,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,E-journal,Technician 2,1711.0,MCB WIN R BRUNES ATM 3703 – EJ missing for date 02/04/2023 as from 09:02 until 03/04/2023 at 10:05 CONTACT CAUDAN DATE 5/4/23​,Log retrieval,Retrieve EJ logs for 02/04.23 to 03/04/23. ATM restarted. ATM put in service and tested. ATM tested ok.,6627,94-53477972,3703,6627,ATM - MCB SLA,15238.0,Retrieve EJ logs for 02/04.23 to 03/04/23. ATM restarted. ATM put in service and tested. ATM tested ok.,Work Request,Closed,45.0,Closed,Contact MRU,Zone 2 (Lower Plaines Wilhems & Black-River),2019-11-16 00:00:00,3.936986301369863,4 Years old,ATM Interventions,Before 5PM,Mauritius,Tue,,,Apr,2023,00:45:00,2023-04-04 15:30:00,2023-04-04 16:15:00,Apr
Rakesh,2023-04-05 00:00:00,2023-04-04,01:0,115463,Bank 11,Mahebourg,2021-07-ATM-1,Priority 3,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Retrieve Log,Technician 3,1690.0,MAHEBOURG M 3304 EJ is available on Isuit but we have noted a time discrepancy RETRIEVE MERGED TRACED LOG TO CONTACT BRIAN DATE 5/4/23​,SET TIME,SET DATE AND TIME. RETRIEVE SILENT DEBUG. TESTS DONE OK. IN SERVICE TESTS DONE OK.,6634 GBRU,83-51981011,3304,6634 GBRU,ATM - MCB SLA,15228.0,SET DATE AND TIME. RETRIEVE SILENT DEBUG. TESTS DONE OK. IN SERVICE TESTS DONE OK.,Work Request,Closed,50.0,Closed,Contact MRU,Zone 3 (Upper Plaines Wilhems & South),2013-05-28 00:00:00,10.41095890410959,10 Years old,ATM Interventions,Before 5PM,Mauritius,Wed,,,Apr,2023,00:50:00,2023-04-05 10:55:00,2023-04-05 11:45:00,Apr
Rakesh,2023-04-04 00:00:00,2023-04-04,01:0,115466,Bank 11,Stanley,2021-07-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,EPP,Technician 5,1567.0,MCB STANLEY M 3229 TO INSERT ENCRYPTED KEYS MODEL 6684 CONTACT PASCAL DATE 4/4/23,REPLACED EPP4 INSERT ENCRYPTION KEYS ATM BACK TO NORMAL,REPLACED EPP4 INSERT ENCRYPTION KEYS ATM BACK TO NORMAL,6684 GBRU,94-57697203,3229,6684 GBRU,ATM - MCB SLA,15304.0,REPLACED EPP4 INSERT ENCRYPTION KEYS ATM BACK TO NORMAL,Work Request,Closed,270.0,Closed,Contact MRU,Zone 2 (Lower Plaines Wilhems & Black-River),2021-12-21 00:00:00,1.8383561643835618,2 Years old,ATM Interventions,Before 5PM,Mauritius,Tue,,,Apr,2023,04:30:00,2023-04-04 12:20:00,2023-04-04 16:50:00,Apr
Rakesh,2023-04-04 00:00:00,2023-04-04,0:0:0,115467,Bank 11,Quatre-Bornes,2021-07-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,GBRU,Technician 2,1507.0,Q BORNES M 3105 GBRU ISSUE DATE 5/4/23,GBRU faulty,"Notes jammed in separator module - removed jammed notes and hand over to bank supervisor. Put belts in position in separator and cleaned all belts in separator and ESCROW module + cleaned BV. Tests done with notes + RAS mode tests done. Tested faulty - notes being jammed in upper transport module. Upper transport belts loose, need to change upper transport module. Need to fetch from workshop Phoenix. GBRU not working - disconnected. Cash handler tested ok.",6634 GBRU,83-51951017,3105,6634 GBRU,ATM - MCB SLA,15239.0,"Notes jammed in separator module - removed jammed notes and hand over to bank supervisor. Put belts in position in separator and cleaned all belts in separator and ESCROW module + cleaned BV. Tests done with notes + RAS mode tests done. Tested faulty - notes being jammed in upper transport module. Upper transport belts loose, need to change upper transport module. Need to fetch from workshop Phoenix. GBRU not working - disconnected. Cash handler tested ok.",Work Request,Closed,160.0,Closed,Contact MRU,Zone 2 (Lower Plaines Wilhems & Black-River),2019-06-13 00:00:00,4.364383561643836,4 Years old,ATM Interventions,Before 5PM,Mauritius,Wed,,,Apr,2023,02:40:00,2023-04-05 09:20:00,2023-04-05 12:00:00,Apr
Rakesh,2023-04-04 00:00:00,2023-04-04,0:0:0,115468,Bank 11,Vacoas-London supermarket,2021-07-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Display Faulty,Technician 3,1509.0,MCB LONDON PLAZA M 5402 REPLACE MONITOR DATE 5/.4/23,FDK 12 inch replaced with new 15 inch . 12 inch display faulty replaced with new 15inch display. screen and FDK working fine. ATM in service Transactions pass.,FDK 12 inch replaced with new 15 inch . 12 inch display faulty replaced with new 15inch display. screen and FDK working fine. ATM in service Transactions pass.,6634,13-44008484,5402,6634,ATM - MCB SLA,15201.0,FDK 12 inch replaced with new 15 inch . 12 inch display faulty replaced with new 15inch display. screen and FDK working fine. ATM in service Transactions pass.,Work Request,Closed,55.0,Closed,Contact MRU,Zone 3 (Upper Plaines Wilhems & South),2016-11-19 00:00:00,6.928767123287671,7 Years old,ATM Interventions,Before 5PM,Mauritius,Mon,,,Apr,2023,00:55:00,2023-04-10 10:00:00,2023-04-10 10:55:00,Apr
Rakesh,2023-04-04 00:00:00,2023-04-04,0:0:0,115469,Bank 11,Curepipe,2021-07-ATM-1,Priority 3,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Retrieve Log,Technician 3,1540.0,MCB CPE M 3402 full physical check in GBRU module and a log removal. MUR 1500 missing Date 4.04.23 at 07:25.​ DATE 5/4/23,Physical check has been performed and no jam or missing noted found. Logs successfully retrieved for 04/04/2023. ATM in service working fine.,Physical check has been performed and no jam or missing noted found. Logs successfully retrieved for 04/04/2023. ATM in service working fine.,6634 GBRU,13-55704746,3402,6634 GBRU,ATM - MCB SLA,15203.0,Physical check has been performed and no jam or missing noted found. Logs successfully retrieved for 04/04/2023. ATM in service working fine.,Work Request,Closed,90.0,Closed,Contact MRU,Zone 3 (Upper Plaines Wilhems & South),2019-10-24 00:00:00,4.0,4 Years old,ATM Interventions,Before 5PM,Mauritius,Wed,,,Apr,2023,01:30:00,2023-04-05 14:30:00,2023-04-05 16:00:00,Apr
Rakesh,2023-04-05 00:00:00,2023-04-05,0:0:0,115470,Bank 9,Location missing,2021-01-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Dispencer,Technician 4,1348.0,6627 - Plaine Verte -Currency Dispenser Fatal,"Intermitent notes jamming position 1 Shutdown - take spare part Replace vertical belts replace cups, bearings interchange pcik module clean sensors sevral tests, learn succesful machine in service","Intermitent notes jamming position 1 Shutdown - take spare part Replace vertical belts replace cups, bearings interchange pcik module clean sensors sevral tests, learn succesful machine in service",Model No. missing,83-41103443,ATM ID Missing,Model No. missing,"AT Comprehensive,weekdays from08:00 to 16:30",15427.0,"Intermitent notes jamming position 1 Shutdown - take spare part Replace vertical belts replace cups, bearings interchange pcik module clean sensors sevral tests, learn succesful machine in service",Work Request,Closed,118.0,Closed,Contact MRU,Zone 1 (Port-Louis),To be determined,4.0,4 Years old,ATM Interventions,Before 5PM,Mauritius,Wed,,,Apr,2023,01:58:00,2023-04-05 08:31:00,2023-04-05 10:29:00,Apr
Rakesh,2023-04-05 00:00:00,2023-04-05,0:0:0,115472,Bank 11,Mahebourg,2021-07-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,CashHandler,Technician 3,1667.0,MCB MAHEBOURG M 3104 Too many reject MODEL 6627 Contact Jerome 4072402 DATE 5/4/23,MEDIA DISPENSER,"REPAIRS DONE ON MEDIA DISPENSER. REPLACE SNT, VERTICAL BELTS OF LOWER PICK MODULE, 6 BUSHINGS, VACUUM PUMP, AND VACUUM FILTER. ALIGNMENT DONE. CLEAN PICK MODULES AND SENSORS. CLEAN AND LUBRICATE DRIVE ROLLERS, GEARS, SHAFTS AND BEARINGS. TESTS RUN UNDER DIAGNOSTICS OK. IN SERVICE TESTS DONE OK.",6627,83-50299391,3104,6627,ATM - MCB SLA,15226.0,"REPAIRS DONE ON MEDIA DISPENSER. REPLACE SNT, VERTICAL BELTS OF LOWER PICK MODULE, 6 BUSHINGS, VACUUM PUMP, AND VACUUM FILTER. ALIGNMENT DONE. CLEAN PICK MODULES AND SENSORS. CLEAN AND LUBRICATE DRIVE ROLLERS, GEARS, SHAFTS AND BEARINGS. TESTS RUN UNDER DIAGNOSTICS OK. IN SERVICE TESTS DONE OK.",Work Request,Closed,75.0,Closed,Contact MRU,Zone 3 (Upper Plaines Wilhems & South),2019-10-24 00:00:00,4.0,4 Years old,ATM Interventions,Before 5PM,Mauritius,Wed,,,Apr,2023,01:15:00,2023-04-05 09:40:00,2023-04-05 10:55:00,Apr
Rakesh,2023-04-04 00:00:00,2023-04-05,0:0:0,115473,Bank 11,Winner's Vacoas (Reunion),2021-07-ATM-1,Priority missing,24 Hour SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Cassette,Technician 3,1667.0,MCB WINREU M 4402 CARD READER FAULTY CONTACT: CAUDAN 52526270 DATE 5/4/23,Card Reader Tested- Magnetic Head faulty. Blank Track 1. Magnetic Head has been replaced with new. All tests pass. ATM in service. Transactions Pass.,Card Reader Tested- Magnetic Head faulty. Blank Track 1. Magnetic Head has been replaced with new. All tests pass. ATM in service. Transactions Pass.,6627,83-50299384,4402,6627,ATM - MCB SLA,15202.0,Card Reader Tested- Magnetic Head faulty. Blank Track 1. Magnetic Head has been replaced with new. All tests pass. ATM in service. Transactions Pass.,Work Request,Closed,40.0,Closed,Contact MRU,Undefined,2010-07-23 00:00:00,13.26027397260274,13 Years old,ATM Interventions,Before 5PM,Rodrigues,Wed,,,Apr,2023,00:40:00,2023-04-05 11:05:00,2023-04-05 11:45:00,Apr
Rakesh,2023-04-05 00:00:00,2023-04-05,0:40,115474,Bank 9,Bel Air,2021-07-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Idle/Freeze,Technician 1,1420.0,09:25 - SBM BEL AIR - 6634 - 83-41103440 - ATM IS GOING OFFLINE TOO OFTEN AND CARD READER IS EMITTING A STRANGE SOUND - CT MRS. SHEHEEN 2021817,Location: B AIR ID: SAN00602 S/N: 83-41103445 REPAIR + SERVICE CARD READER. REPLACE MOUTH/SHUTTER & SMART MODULE. MULTIPLE TESTS DONE OK. REQUEST TO GIVE FEEDBACK REGARDING CHIP READER.,Card Reader Tested- Magnetic Head faulty. Blank Track 1. Magnetic Head has been replaced with new. All tests pass. ATM in service. Transactions Pass.,6634,83-41103440,ATM ID Missing,6634,ATM- SBM SLA,15185.0,Card Reader Tested- Magnetic Head faulty. Blank Track 1. Magnetic Head has been replaced with new. All tests pass. ATM in service. Transactions Pass.,Work Request,Closed,110.0,Closed,Contact MRU,Zone 4 (North&East),To be determined,13.26027397260274,13 Years old,ATM Interventions,Before 5PM,Mauritius,Wed,,,Apr,2023,01:50:00,2023-04-05 10:25:00,2023-04-05 12:15:00,Apr
Rakesh,2023-04-05 00:00:00,2023-04-05,0:55,115476,Bank 11,Montagne Blanche,2021-07-ATM-1,Priority 2,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Retrieve Log,Technician 1,1773.0,MCB MTE BLANCHE M 3131 physical CHECK in the GBRU module RS 1000 MISSING and retrieval of logs dated 3.04.23 at 08:45 PM to 09:30 PM MODEL 6634 DATE 5/4/23,Location: Mte BLANCHE ID: 3131 S/N: 13-55704757 PHYISCAL CHECK DONE ON ATM- NO NOTES FOUND. COPY LOGS AS REQUESTED.,Card Reader Tested- Magnetic Head faulty. Blank Track 1. Magnetic Head has been replaced with new. All tests pass. ATM in service. Transactions Pass.,6634 GBRU CPM,13-55704758,3131,6634 GBRU CPM,ATM - MCB SLA,15184.0,Card Reader Tested- Magnetic Head faulty. Blank Track 1. Magnetic Head has been replaced with new. All tests pass. ATM in service. Transactions Pass.,Work Request,Closed,90.0,Closed,Contact MRU,Undefined,2019-11-10 00:00:00,3.9534246575342467,4 Years old,ATM Interventions,Before 5PM,Mauritius,Wed,,,Apr,2023,01:30:00,2023-04-05 13:45:00,2023-04-05 15:15:00,Apr
Rakesh,2023-04-05 00:00:00,2023-04-05,0:0:0,115477,Bank 11,Black River,2021-07-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Card Reader,Technician 2,1834.0,MCB R NOIRE M 3238 Card reader is faulty again MODEL 6634 CONTACT ARNAUD 4072023 DATE 5/4/23​,Card reader,Card reader not responding Change card reader Run loop test and found ok,6634 GBRU,13-44008485,3238,6634 GBRU,ATM - MCB SLA,15279.0,Card reader not responding Change card reader Run loop test and found ok,Work Request,Closed,45.0,Closed,Contact MRU,Zone 2 (Lower Plaines Wilhems & Black-River),To be determined,3.9534246575342467,4 Years old,ATM Interventions,Before 5PM,Mauritius,Wed,,,Apr,2023,00:45:00,2023-04-05 11:30:00,2023-04-05 12:15:00,Apr
Rakesh,2023-04-05 00:00:00,2023-04-05,0:40,115493,Bank 7,KENDRA (St.Pierre),ATM support,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Card Reader,Technician 5,1306.0,MAUBANK KENDRA ST PIERRE - 6634 DEPO - CARD READER FAULTY - NOT GIVING BACK CARD TO CUSTOMERS - CT KARISHMA 57670610​,"RESEATTING OF USB CABLE ,RETRIEVED DEVICE LOGS","RESEATTING OF USB CABLE ,RETRIEVED DEVICE LOGS",6684 GBRU,94-57696288,ATM ID Missing,6684 GBRU,slal type data,15298.0,"RESEATTING OF USB CABLE ,RETRIEVED DEVICE LOGS",Work Request,Closed,95.0,Closed,Contact MRU,Zone 4 (North&East),2018-02-13 00:00:00,5.693150684931507,5 Years old,ATM Interventions,Before 5PM,Mauritius,Wed,,,Apr,2023,01:35:00,2023-04-05 13:15:00,2023-04-05 14:50:00,Apr
Rakesh,2023-04-05 00:00:00,2023-04-05,0:0:0,115494,Bank 11,"PLMB, Port-Louis",2021-07-ATM-1,Priority 2,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Bunch Note Acceptor BNA,Technician 4,1546.0,MCB - 6101 - PLMB - BNA FAULTY/DEVICE AND HARDWARE ERROR/MULTIPLE COMPLAINTS RECEIVED FOR ATM PERTAINING TO DEPOSIT - CT SADEN 2027877 - RDV 14:15,"Issue with GBRU ""Intermittent"" Trouble shoot: Issue Shutdown machine, Dismantle module Clean all sensor, Replace Inter-Lock switch Restart application Run several test: completed successfully","Issue with GBRU ""Intermittent"" Trouble shoot: Issue Shutdown machine, Dismantle module Clean all sensor, Replace Inter-Lock switch Restart application Run several test: completed successfully",6684 GBRU,94-57696938,6101,6684 GBRU,ATM - MCB SLA,15355.0,"Issue with GBRU ""Intermittent"" Trouble shoot: Issue Shutdown machine, Dismantle module Clean all sensor, Replace Inter-Lock switch Restart application Run several test: completed successfully",Work Request,Closed,105.0,Closed,Contact MRU,Zone 1 (Port-Louis),2019-06-16 00:00:00,4.3561643835616435,4 Years old,ATM Interventions,Before 5PM,Mauritius,Wed,,,Apr,2023,01:45:00,2023-04-05 14:00:00,2023-04-05 15:45:00,Apr
Rakesh,2023-03-29 00:00:00,2023-04-05,02:0,115498,Bank 9,Riviere des Anguilles,2021-07-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Card Reader,Technician 3,1360.0,RIVIERE DES ANGUILLES - 6634 - CAPTURED & DAMAGED CARD DATE 29/3/23,CARD READER,"REPAIRS DONE ON CARD READER. CLEAN HEADS, ROLLERS AND SENSORS. ADJUSTMENT DONE ON CARD EXIT. NB: DENTS FOUND ON FDI EXIT, WHICH MAY BLOCK CARR EXITING FROM CARD READER. IF PROBLEM PERSISTS CUSTOMER IS ADVISED TO DO NECESSARY TO REPLACE FDI. TESTS RUN UNDER DIAGNOSTICS OK. IN SERVICE TESTS DONE OK.",6634,83-41103445,ATM ID Missing,6634,ATM- SBM SLA,15225.0,"REPAIRS DONE ON CARD READER. CLEAN HEADS, ROLLERS AND SENSORS. ADJUSTMENT DONE ON CARD EXIT. NB: DENTS FOUND ON FDI EXIT, WHICH MAY BLOCK CARR EXITING FROM CARD READER. IF PROBLEM PERSISTS CUSTOMER IS ADVISED TO DO NECESSARY TO REPLACE FDI. TESTS RUN UNDER DIAGNOSTICS OK. IN SERVICE TESTS DONE OK.",Work Request,Closed,55.0,Closed,Contact MRU,Zone 3 (Upper Plaines Wilhems & South),To be determined,4.3561643835616435,4 Years old,ATM Interventions,Before 5PM,Mauritius,Wed,,,Mar,2023,00:55:00,2023-03-29 11:20:00,2023-03-29 12:15:00,Apr
Rakesh,2023-03-29 00:00:00,2023-04-05,0:0:0,115499,Bank 9,Riviere des Anguilles,2021-07-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Card Reader,Technician 3,1351.0,RIVIERE DES ANGUILLES - 6625 - CARD READER FAULTY - CNT - MRS SHAHEEN - 2021898/99 DATE 29/3/23,CARD READER,"REPAIRS DONE ON CARD READER. CLEAN ROLLERS, SENSORS AND HEADS. ALIGNMENT DONE. TESTS RUN UNDER DIAGNOSTICS OK. IN SERVICE TESTS COULD NOT BE DONE AS COMMUNICATION WAS DOWN, DUE TO INTERVENTION OF MAURITIUS TELECOM.",6625,83-43149946,ATM ID Missing,6625,ATM- SBM SLA,15224.0,"REPAIRS DONE ON CARD READER. CLEAN ROLLERS, SENSORS AND HEADS. ALIGNMENT DONE. TESTS RUN UNDER DIAGNOSTICS OK. IN SERVICE TESTS COULD NOT BE DONE AS COMMUNICATION WAS DOWN, DUE TO INTERVENTION OF MAURITIUS TELECOM.",Work Request,Closed,45.0,Closed,Contact MRU,Zone 3 (Upper Plaines Wilhems & South),2019-11-24 00:00:00,3.915068493150685,4 Years old,ATM Interventions,Before 5PM,Mauritius,Wed,,,Mar,2023,00:45:00,2023-03-29 12:15:00,2023-03-29 13:00:00,Apr
Rakesh,2023-04-05 00:00:00,2023-04-05,0:0:0,115502,Bank 9,"Glen Park, Vacoas",2021-07-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,CashHandler,Technician 2,1375.0,GLEN PARK - 6625 - CASH DISPENSER FAULTY - RDV WITH BRINKS AT ABOUT 4:30 PM,Cash handler,"Cash handler issue Notes jam at sensor 2 due a faulty notes Remove notes, check gears and cups all good Run loop test and found ok",6625,83-44577165,ATM ID Missing,6625,ATM- SBM SLA,15278.0,"Cash handler issue Notes jam at sensor 2 due a faulty notes Remove notes, check gears and cups all good Run loop test and found ok",Work Request,Closed,45.0,Closed,Contact MRU,Zone 3 (Upper Plaines Wilhems & South),2013-06-02 00:00:00,10.397260273972602,10 Years old,ATM Interventions,After 5PM,Mauritius,Wed,,,Apr,2023,00:45:00,2023-04-05 17:00:00,2023-04-05 17:45:00,Apr
Rakesh,2023-04-06 00:00:00,2023-04-06,0:0:0,115503,Bank 11,Pamplemousses,2021-07-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Card Reader,Technician 2,1524.0,MCB LONDON P VERGER M 7501 Recurrent Card Reader Faulty APPOINTM @ 11H30 CONTACT BRINKS 2041218 DATE 6/4/23,Card reader issue,Disconnection issue Change card reader run loop test and found ok,6627,83-50299388,4116,6627,ATM - MCB SLA,15277.0,Disconnection issue Change card reader run loop test and found ok,Work Request,Closed,45.0,Closed,Contact MRU,Zone 4 (North&East),2012-01-01 00:00:00,11.816438356164383,12 Years old,ATM Interventions,Before 5PM,Mauritius,Thu,,,Apr,2023,00:45:00,2023-04-06 11:30:00,2023-04-06 12:15:00,Apr
Rakesh,2023-04-06 00:00:00,2023-04-06,0:0:0,115506,Bank 11,Riviere des Anguilles,2021-07-ATM-1,Priority missing,24 Hour SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Card Reader,Technician 3,1728.0,MCB R D ANGUILLES M 3224 CARD READER ISSUE CONTACT RAVIN DATE 6/4/23,Card reader disassemble - Deep cleaning A piece of plastic found in card reader Card reader sensor clean - Rollers clean Run to run done - All test pass Card reader in good condition,Card reader disassemble - Deep cleaning A piece of plastic found in card reader Card reader sensor clean - Rollers clean Run to run done - All test pass Card reader in good condition,6626,83-46468507,3224,6626,ATM - MCB SLA,15206.0,Card reader disassemble - Deep cleaning A piece of plastic found in card reader Card reader sensor clean - Rollers clean Run to run done - All test pass Card reader in good condition,Work Request,Closed,100.0,Closed,Contact MRU,Zone 3 (Upper Plaines Wilhems & South),2015-11-08 00:00:00,7.961643835616439,8 Years old,ATM Interventions,Before 5PM,Mauritius,Thu,,,Apr,2023,01:40:00,2023-04-06 09:00:00,2023-04-06 10:40:00,Apr
Rakesh,2023-04-06 00:00:00,2023-04-06,0:0:0,115510,Bank 11,Beau-Bassin,2021-07-ATM-1,Priority 2,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Retrieve Log,Technician 3,1522.0,MCB ATM 3211 B. Bassin Physical Check and log removal ON GBRU – 23032023 21:45 – 22:30 4072372 Sanjana DATE 6/4/23,Logs Removal for 23/03/23. Logs has been retrieved successfully. Physical check at Pre-acceptor. No notes found. ATM in service working fine.,Logs Removal for 23/03/23. Logs has been retrieved successfully. Physical check at Pre-acceptor. No notes found. ATM in service working fine.,6684 GBRU,94-57696934,3211,6684 GBRU,ATM - MCB SLA,15260.0,Logs Removal for 23/03/23. Logs has been retrieved successfully. Physical check at Pre-acceptor. No notes found. ATM in service working fine.,Work Request,Closed,60.0,Closed,Contact MRU,Zone 2 (Lower Plaines Wilhems & Black-River),2010-04-06 00:00:00,13.556164383561644,13 Years old,ATM Interventions,Before 5PM,Mauritius,Thu,,,Apr,2023,01:00:00,2023-04-06 14:00:00,2023-04-06 15:00:00,Apr
Rakesh,2023-04-06 00:00:00,2023-04-06,0:0:0,115511,Bank 7,Curepipe,2021-01-ATM-2,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,GBRU,Technician 3,2113.0,MAUBANK CPE plan for notes template upgrade for 6684 ATMs DATE 11/4/23,Template installation for GBRU done. Transactions tested by bank. All deposit transactions pass. Tested by bank.,Template installation for GBRU done. Transactions tested by bank. All deposit transactions pass. Tested by bank.,6684 GBRU,94-57696292,ATM ID Missing,6684 GBRU,"Mon-Fri16:30-20:00,Sat 8:00-20:00,Sun&Ph8:00-13:00",15319.0,Template installation for GBRU done. Transactions tested by bank. All deposit transactions pass. Tested by bank.,Work Request,Closed,150.0,Closed,Contact MRU,Zone 3 (Upper Plaines Wilhems & South),2019-11-12 00:00:00,3.947945205479452,4 Years old,ATM Interventions,Before 5PM,Mauritius,Tue,,,Apr,2023,02:30:00,2023-04-11 09:30:00,2023-04-11 12:00:00,Apr
Rakesh,2023-04-06 00:00:00,2023-04-06,0:20,115513,Bank 11,Curepipe,2021-07-ATM-1,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,Idle/Freeze,Technician 3,1540.0,12:41 - MCB 3402 - CUREPIPE - ATM NOT SWITCHING ON - NO LOADING SCREEN ON DISPLAY AFTER RESTART - CT OLIVIER 4072128,PSU,REPAIRS DONE ON PC CORE. REPLACE POWER SUPPLY UNIT. GENERAL CLEANING OF PC CORE DONE. TESTS RUN UNDER DIAGNOSTICS OK. IN SERVICE TESTS DONE OK.,6634 GBRU,13-55704746,3402,6634 GBRU,ATM - MCB SLA,15222.0,REPAIRS DONE ON PC CORE. REPLACE POWER SUPPLY UNIT. GENERAL CLEANING OF PC CORE DONE. TESTS RUN UNDER DIAGNOSTICS OK. IN SERVICE TESTS DONE OK.,Work Request,Closed,95.0,Closed,Contact MRU,Zone 3 (Upper Plaines Wilhems & South),To be determined,5.528767123287671,5 Years old,ATM Interventions,Before 5PM,Mauritius,Thu,,,Apr,2023,01:35:00,2023-04-06 13:50:00,2023-04-06 15:25:00,Apr
Rakesh,2023-04-07 00:00:00,2023-04-06,0:0:0,115514,Bank 11,Trianon,2021-07-ATM-1,Priority 1,24 Hour SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,GBRU,Technician 2,1508.0,MCB TRIANON M 5003 GBRU ISSUE Faulty CONTACT CAUDAN 52526270 DATE 6/4/23,GBRU faulty,GBRU ok still check module Clean up BV Run loop test found ok,6632 GBRU,83-45451712,5003,6632 GBRU,ATM - MCB SLA,15272.0,GBRU ok still check module Clean up BV Run loop test found ok,Work Request,Closed,30.0,Closed,Contact MRU,Zone 3 (Upper Plaines Wilhems & South),To be determined,5.528767123287671,5 Years old,ATM Interventions,After 5PM,Mauritius,Thu,,,Apr,2023,00:30:00,2023-04-06 17:30:00,2023-04-06 18:00:00,Apr
Rakesh,2023-04-06 00:00:00,2023-04-06,0:0:0,115515,Bank 7,Rose-Hill,2022-01-ATM-2,Priority 1,99 Days SLA,SST Technicians,Hardware - SST Technicians,ATM Hardware,GBRU,Technician 2,3139.0,MAUBANK RHILL plan for notes template upgrade for 6684 ATMs – 13th April 2023,Software installation,"Installation of new GBRU template. Authenticate, configured and initialized ok. GBRU tested with notes ok. ATM put in service and tested live for cash deposit. ATM tested ok.",6684 GBRU Touch CPM,94-57696291,ATM ID Missing,6684 GBRU Touch CPM,AT Comprehensive weekdays from 8:00 to 20:00 Sat 8:00-20:00 Sun & PH 8:00-13:00,15350.0,"Installation of new GBRU template. Authenticate, configured and initialized ok. GBRU tested with notes ok. ATM put in service and tested live for cash deposit. ATM tested ok.",Work Request,Closed,95.0,Closed,Contact MRU,Zone 2 (Lower Plaines Wilhems & Black-River),To be determined,5.528767123287671,5 Years old,ATM Interventions,Before 5PM,Mauritius,Thu,,,Apr,2023,01:35:00,2023-04-13 09:15:00,2023-04-13 10:50:00,Apr
